id , title                               , description                                                                                           , price , category      , brand     , rating, msrp  , discount_pct, stock, availability, payment_methods      , installment_available, max_installments, shipping_days, budget_band, tags
327, Premium Water Bottle                , This premium water bottle by Apex is a top-tier choice in our sports section.                         , 383.04, Sports        , Apex      ,    4.9, 425.60,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , sports;premium
328, Waterproof Jump Rope                , This waterproof jump rope by Apex is a top-tier choice in our sports section.                         ,  16.20, Sports        , Apex      ,    4.2,  18.00,         10.0,   150, in_stock    , card;paypal;apple_pay, False                ,                0,             6, budget     , sports;budget
329, Portable Mystery Paperback          , This portable mystery paperback by StyleCo is a top-tier choice in our books section.                 , 218.91, Books         , StyleCo   ,    4.8, 243.23,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , books;midrange
330, Portable Shampoo                    , This portable shampoo by BookWorm is a top-tier choice in our beauty section.                         , 320.89, Beauty        , BookWorm  ,    3.4, 356.54,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , beauty;premium
331, Stylish Sunglasses                  , This stylish sunglasses by Zenith is a top-tier choice in our fashion section.                        , 435.16, Fashion       , Zenith    ,    4.8, 483.51,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , fashion;premium
332, Ergonomic Perfume                   , This ergonomic perfume by ActiveGear is a top-tier choice in our beauty section.                      , 472.23, Beauty        , ActiveGear,    3.1, 524.70,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , beauty;premium
333, Premium Hair Dryer                  , This premium hair dryer by StyleCo is a top-tier choice in our beauty section.                        , 189.23, Beauty        , StyleCo   ,    3.7, 210.26,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , beauty;midrange
334, Lightweight Sunglasses              , This lightweight sunglasses by Vanguard is a top-tier choice in our fashion section.                  , 133.12, Fashion       , Vanguard  ,    4.2, 147.91,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , fashion;midrange
335, High-Performance Sunglasses         , This high-performance sunglasses by GlowUp is a top-tier choice in our fashion section.               , 224.08, Fashion       , GlowUp    ,    3.2, 248.98,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , fashion;midrange
336, Lightweight Leather Belt            , This lightweight leather belt by StyleCo is a top-tier choice in our fashion section.                 , 485.87, Fashion       , StyleCo   ,    3.4, 539.86,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , fashion;premium
337, Stylish Face Cream                  , This stylish face cream by Vanguard is a top-tier choice in our beauty section.                       , 484.15, Beauty        , Vanguard  ,    4.8, 537.94,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , beauty;premium
338, Ergonomic Smart Watch               , This ergonomic smart watch by Apex is a top-tier choice in our electronics section.                   , 200.85, Electronics   , Apex      ,    3.1, 223.17,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , electronics;midrange
339, Portable Mystery Paperback          , This portable mystery paperback by StyleCo is a top-tier choice in our books section.                 , 432.53, Books         , StyleCo   ,    4.5, 480.59,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , books;premium
340, Waterproof Digital Camera           , This waterproof digital camera by GlowUp is a top-tier choice in our electronics section.             ,  62.28, Electronics   , GlowUp    ,    4.0,  69.20,         10.0,   150, in_stock    , card;paypal;apple_pay, False                ,                0,             6, budget     , electronics;budget
341, Waterproof Lipstick                 , This waterproof lipstick by TechNova is a top-tier choice in our beauty section.                      ,  95.29, Beauty        , TechNova  ,    3.7, 105.88,         10.0,   150, in_stock    , card;paypal;apple_pay, False                ,                0,             6, budget     , beauty;budget
342, Waterproof Backpack                 , This waterproof backpack by Apex is a top-tier choice in our fashion section.                         , 281.88, Fashion       , Apex      ,    4.4, 313.20,         10.0,   100, in_stock    , card;paypal;apple_pay, True                 ,               12,             5, midrange   , fashion;midrange
343, High-Performance Bluetooth Speaker  , This high-performance bluetooth speaker by Zenith is a top-tier choice in our electronics section.    , 457.99, Electronics   , Zenith    ,    3.3, 508.88,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , electronics;premium
344, Durable Bluetooth Speaker           , This durable bluetooth speaker by GlowUp is a top-tier choice in our electronics section.             , 110.72, Electronics   , GlowUp    ,    3.9, 123.02,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , electronics;midrange
345, Stylish Cookbook                    , This stylish cookbook by TechNova is a top-tier choice in our books section.                          , 405.55, Books         , TechNova  ,    5.0, 450.61,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , books;premium
346, Premium Knife Set                   , This premium knife set by Zenith is a top-tier choice in our home & kitchen section.                  , 371.54, Home & Kitchen, Zenith    ,    3.6, 412.82,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , home & kitchen;premium
347, Stylish History Text                , This stylish history text by ActiveGear is a top-tier choice in our books section.                    , 423.74, Books         , ActiveGear,    3.5, 470.82,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , books;premium
348, Durable Coffee Maker                , This durable coffee maker by Zenith is a top-tier choice in our home & kitchen section.               ,  51.90, Home & Kitchen, Zenith    ,    3.8,  57.67,         10.0,   150, in_stock    , card;paypal;apple_pay, False                ,                0,             6, budget     , home & kitchen;budget
349, Portable Tennis Racket              , This portable tennis racket by Apex is a top-tier choice in our sports section.                       , 255.70, Sports        , Apex      ,    3.4, 284.11,         10.0,   100, in_stock    , card;paypal;apple_pay, True                 ,               12,             5, midrange   , sports;midrange
350, High-Performance Coffee Maker       , This high-performance coffee maker by HomeEase is a top-tier choice in our home & kitchen section.    ,  29.02, Home & Kitchen, HomeEase  ,    3.9,  32.24,         10.0,   150, in_stock    , card;paypal;apple_pay, False                ,                0,             6, budget     , home & kitchen;budget
351, Waterproof Smart Watch              , This waterproof smart watch by Apex is a top-tier choice in our electronics section.                  , 293.29, Electronics   , Apex      ,    3.5, 325.88,         10.0,   100, in_stock    , card;paypal;apple_pay, True                 ,               12,             5, midrange   , electronics;midrange
352, Portable Tennis Racket              , This portable tennis racket by TechNova is a top-tier choice in our sports section.                   , 137.66, Sports        , TechNova  ,    4.6, 152.96,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , sports;midrange
353, Portable Tennis Racket              , This portable tennis racket by Zenith is a top-tier choice in our sports section.                     , 334.83, Sports        , Zenith    ,    4.5, 372.03,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , sports;premium
354, Portable Mystery Paperback          , This portable mystery paperback by ActiveGear is a top-tier choice in our books section.              ,  62.32, Books         , ActiveGear,    4.2,  69.24,         10.0,   150, in_stock    , card;paypal;apple_pay, False                ,                0,             6, budget     , books;budget
355, Portable Digital Camera             , This portable digital camera by StyleCo is a top-tier choice in our electronics section.              , 319.50, Electronics   , StyleCo   ,    4.1, 355.00,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , electronics;premium
356, Durable Backpack                    , This durable backpack by Zenith is a top-tier choice in our fashion section.                          ,  29.44, Fashion       , Zenith    ,    3.5,  32.71,         10.0,   150, in_stock    , card;paypal;apple_pay, False                ,                0,             6, budget     , fashion;budget
357, Durable Water Bottle                , This durable water bottle by Vanguard is a top-tier choice in our sports section.                     , 257.86, Sports        , Vanguard  ,    3.2, 286.51,         10.0,   100, in_stock    , card;paypal;apple_pay, True                 ,               12,             5, midrange   , sports;midrange
358, Portable E-reader                   , This portable e-reader by Vanguard is a top-tier choice in our electronics section.                   , 357.64, Electronics   , Vanguard  ,    4.4, 397.38,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , electronics;premium
359, Portable Knife Set                  , This portable knife set by HomeEase is a top-tier choice in our home & kitchen section.               , 338.65, Home & Kitchen, HomeEase  ,    3.4, 376.28,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , home & kitchen;premium
360, Durable Hardcover Novel             , This durable hardcover novel by GlowUp is a top-tier choice in our books section.                     , 228.74, Books         , GlowUp    ,    3.9, 254.16,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , books;midrange
361, Stylish Lipstick                    , This stylish lipstick by HomeEase is a top-tier choice in our beauty section.                         ,  68.11, Beauty        , HomeEase  ,    5.0,  75.68,         10.0,   150, in_stock    , card;paypal;apple_pay, False                ,                0,             6, budget     , beauty;budget
362, Durable Wireless Headphones         , This durable wireless headphones by Zenith is a top-tier choice in our electronics section.           , 288.74, Electronics   , Zenith    ,    3.7, 320.82,         10.0,   100, in_stock    , card;paypal;apple_pay, True                 ,               12,             5, midrange   , electronics;midrange
363, High-Performance Bluetooth Speaker  , This high-performance bluetooth speaker by Zenith is a top-tier choice in our electronics section.    ,  12.47, Electronics   , Zenith    ,    4.3,  13.86,         10.0,   150, in_stock    , card;paypal;apple_pay, False                ,                0,             6, budget     , electronics;budget
364, Premium Self-Help Guide             , This premium self-help guide by HomeEase is a top-tier choice in our books section.                   , 316.28, Books         , HomeEase  ,    4.0, 351.42,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , books;premium
365, Durable Perfume                     , This durable perfume by BookWorm is a top-tier choice in our beauty section.                          , 422.90, Beauty        , BookWorm  ,    4.4, 469.89,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , beauty;premium
366, Lightweight Hardcover Novel         , This lightweight hardcover novel by StyleCo is a top-tier choice in our books section.                , 273.51, Books         , StyleCo   ,    3.8, 303.90,         10.0,   100, in_stock    , card;paypal;apple_pay, True                 ,               12,             5, midrange   , books;midrange
367, Durable Leather Belt                , This durable leather belt by BookWorm is a top-tier choice in our fashion section.                    , 426.84, Fashion       , BookWorm  ,    4.9, 474.27,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , fashion;premium
368, Portable Toaster                    , This portable toaster by GlowUp is a top-tier choice in our home & kitchen section.                   , 334.56, Home & Kitchen, GlowUp    ,    3.8, 371.73,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , home & kitchen;premium
369, Stylish Face Cream                  , This stylish face cream by Zenith is a top-tier choice in our beauty section.                         , 319.24, Beauty        , Zenith    ,    3.6, 354.71,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , beauty;premium
370, Portable Wireless Headphones        , This portable wireless headphones by ActiveGear is a top-tier choice in our electronics section.      , 328.62, Electronics   , ActiveGear,    4.6, 365.13,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , electronics;premium
371, Waterproof Shampoo                  , This waterproof shampoo by TechNova is a top-tier choice in our beauty section.                       , 282.98, Beauty        , TechNova  ,    4.6, 314.42,         10.0,   100, in_stock    , card;paypal;apple_pay, True                 ,               12,             5, midrange   , beauty;midrange
372, Waterproof Digital Camera           , This waterproof digital camera by GlowUp is a top-tier choice in our electronics section.             , 134.95, Electronics   , GlowUp    ,    3.4, 149.94,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , electronics;midrange
373, Durable Hoodie                      , This durable hoodie by GlowUp is a top-tier choice in our fashion section.                            , 361.88, Fashion       , GlowUp    ,    3.8, 402.09,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , fashion;premium
374, Lightweight Bluetooth Speaker       , This lightweight bluetooth speaker by Vanguard is a top-tier choice in our electronics section.       , 462.66, Electronics   , Vanguard  ,    3.8, 514.07,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , electronics;premium
375, Ergonomic Hoodie                    , This ergonomic hoodie by BookWorm is a top-tier choice in our fashion section.                        , 431.73, Fashion       , BookWorm  ,    5.0, 479.70,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , fashion;premium
376, Ergonomic Smart Watch               , This ergonomic smart watch by Vanguard is a top-tier choice in our electronics section.               , 392.37, Electronics   , Vanguard  ,    3.2, 435.97,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , electronics;premium
377, Durable Yoga Mat                    , This durable yoga mat by Vanguard is a top-tier choice in our sports section.                         ,  72.27, Sports        , Vanguard  ,    4.7,  80.30,         10.0,   150, in_stock    , card;paypal;apple_pay, False                ,                0,             6, budget     , sports;budget
378, Portable Wireless Headphones        , This portable wireless headphones by Vanguard is a top-tier choice in our electronics section.        ,  22.96, Electronics   , Vanguard  ,    3.8,  25.51,         10.0,   150, in_stock    , card;paypal;apple_pay, False                ,                0,             6, budget     , electronics;budget
379, High-Performance Knife Set          , This high-performance knife set by Apex is a top-tier choice in our home & kitchen section.           , 300.83, Home & Kitchen, Apex      ,    4.7, 334.26,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , home & kitchen;premium
380, Stylish Smart Watch                 , This stylish smart watch by Apex is a top-tier choice in our electronics section.                     , 458.42, Electronics   , Apex      ,    4.4, 509.36,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , electronics;premium
381, Waterproof Knife Set                , This waterproof knife set by ActiveGear is a top-tier choice in our home & kitchen section.           , 438.67, Home & Kitchen, ActiveGear,    4.8, 487.41,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , home & kitchen;premium
382, Premium Smart Watch                 , This premium smart watch by HomeEase is a top-tier choice in our electronics section.                 , 288.12, Electronics   , HomeEase  ,    3.3, 320.13,         10.0,   100, in_stock    , card;paypal;apple_pay, True                 ,               12,             5, midrange   , electronics;midrange
383, Lightweight Dumbbells               , This lightweight dumbbells by BookWorm is a top-tier choice in our sports section.                    , 207.20, Sports        , BookWorm  ,    4.4, 230.22,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , sports;midrange
384, Premium Knife Set                   , This premium knife set by Zenith is a top-tier choice in our home & kitchen section.                  , 205.28, Home & Kitchen, Zenith    ,    4.3, 228.09,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , home & kitchen;midrange
385, Durable Yoga Mat                    , This durable yoga mat by StyleCo is a top-tier choice in our sports section.                          , 397.91, Sports        , StyleCo   ,    3.7, 442.12,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , sports;premium
386, Durable Cookbook                    , This durable cookbook by StyleCo is a top-tier choice in our books section.                           , 155.42, Books         , StyleCo   ,    3.8, 172.69,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , books;midrange
387, Ergonomic History Text              , This ergonomic history text by HomeEase is a top-tier choice in our books section.                    , 447.91, Books         , HomeEase  ,    3.0, 497.68,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , books;premium
388, High-Performance Leather Belt       , This high-performance leather belt by Zenith is a top-tier choice in our fashion section.             , 186.76, Fashion       , Zenith    ,    3.8, 207.51,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , fashion;midrange
389, Premium Tennis Racket               , This premium tennis racket by BookWorm is a top-tier choice in our sports section.                    ,  32.22, Sports        , BookWorm  ,    4.2,  35.80,         10.0,   150, in_stock    , card;paypal;apple_pay, False                ,                0,             6, budget     , sports;budget
390, Durable History Text                , This durable history text by HomeEase is a top-tier choice in our books section.                      , 335.74, Books         , HomeEase  ,    4.7, 373.04,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , books;premium
391, Waterproof Air Fryer                , This waterproof air fryer by StyleCo is a top-tier choice in our home & kitchen section.              , 289.80, Home & Kitchen, StyleCo   ,    4.9, 322.00,         10.0,   100, in_stock    , card;paypal;apple_pay, True                 ,               12,             5, midrange   , home & kitchen;midrange
392, Ergonomic Dumbbells                 , This ergonomic dumbbells by ActiveGear is a top-tier choice in our sports section.                    , 133.14, Sports        , ActiveGear,    3.1, 147.93,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , sports;midrange
393, Durable Smart Watch                 , This durable smart watch by Zenith is a top-tier choice in our electronics section.                   , 287.29, Electronics   , Zenith    ,    4.1, 319.21,         10.0,   100, in_stock    , card;paypal;apple_pay, True                 ,               12,             5, midrange   , electronics;midrange
394, Portable Coffee Maker               , This portable coffee maker by HomeEase is a top-tier choice in our home & kitchen section.            , 143.48, Home & Kitchen, HomeEase  ,    3.3, 159.42,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , home & kitchen;midrange
395, High-Performance Self-Help Guide    , This high-performance self-help guide by Zenith is a top-tier choice in our books section.            , 261.66, Books         , Zenith    ,    3.5, 290.73,         10.0,   100, in_stock    , card;paypal;apple_pay, True                 ,               12,             5, midrange   , books;midrange
396, Ergonomic Mystery Paperback         , This ergonomic mystery paperback by StyleCo is a top-tier choice in our books section.                , 274.32, Books         , StyleCo   ,    4.0, 304.80,         10.0,   100, in_stock    , card;paypal;apple_pay, True                 ,               12,             5, midrange   , books;midrange
397, Durable Perfume                     , This durable perfume by ActiveGear is a top-tier choice in our beauty section.                        , 311.20, Beauty        , ActiveGear,    4.4, 345.78,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , beauty;premium
398, Waterproof Running Shoes            , This waterproof running shoes by Zenith is a top-tier choice in our fashion section.                  , 158.11, Fashion       , Zenith    ,    5.0, 175.68,         10.0,   100, in_stock    , card;paypal;apple_pay, False                ,                0,             5, midrange   , fashion;midrange
399, Portable Hardcover Novel            , This portable hardcover novel by HomeEase is a top-tier choice in our books section.                  ,  72.27, Books         , HomeEase  ,    4.1,  80.30,         10.0,   150, in_stock    , card;paypal;apple_pay, False                ,                0,             6, budget     , books;budget
400, Ergonomic Wireless Headphones       , This ergonomic wireless headphones by Zenith is a top-tier choice in our electronics section.         , 349.45, Electronics   , Zenith    ,    4.3, 388.28,         10.0,    45, in_stock    , card;paypal;apple_pay, True                 ,               12,             4, premium    , electronics;premium
